0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0.26,0.14,0.06,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14,0.06,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.07,0.07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.07,0.02,0.02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.07,0.02,0.21,0.21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.07,0.02,0.21,0.25,0.25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.07,0.02,0.21,0.25,0.14,0.14
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.07,0.02,0.21,0.25,0.14,0.18,0.18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.07,0.02,0.21,0.25,0.14,0.18,0.57,0.57
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.07,0.02,0.21,0.25,0.14,0.18,0.57,1.74,1.74
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.07,0.02,0.21,0.25,0.14,0.18,0.57,1.74,3.44,3.44
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.07,0.02,0.21,0.25,0.14,0.18,0.57,1.74,3.44,4.75,4.75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.07,0.02,0.21,0.25,0.14,0.18,0.57,1.74,3.44,4.75,2.83,2.83
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.07,0.02,0.21,0.25,0.14,0.18,0.57,1.74,3.44,4.75,2.83,2.91,2.91
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.07,0.02,0.21,0.25,0.14,0.18,0.57,1.74,3.44,4.75,2.83,2.91,3.12,3.12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.07,0.02,0.21,0.25,0.14,0.18,0.57,1.74,3.44,4.75,2.83,2.91,3.12,4.01,4.01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.07,0.02,0.21,0.25,0.14,0.18,0.57,1.74,3.44,4.75,2.83,2.91,3.12,4.01,3.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.07,0.02,0.21,0.25,0.14,0.18,0.57,1.74,3.44,4.75,2.83,2.91,3.12,4.01,3.0,1.95,1.95
0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.07,0.02,0.21,0.25,0.14,0.18,0.57,1.74,3.44,4.75,2.83,2.91,3.12,4.01,3.0,1.95,1.07,1.07
0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.07,0.02,0.21,0.25,0.14,0.18,0.57,1.74,3.44,4.75,2.83,2.91,3.12,4.01,3.0,1.95,1.07,0.53,0.53
0.0,0.0,0.0,0.02,0.0,0.02,0.07,0.02,0.21,0.25,0.14,0.18,0.57,1.74,3.44,4.75,2.83,2.91,3.12,4.01,3.0,1.95,1.07,0.53,0.51,0.51
0.0,0.0,0.02,0.0,0.02,0.07,0.02,0.21,0.25,0.14,0.18,0.57,1.74,3.44,4.75,2.83,2.91,3.12,4.01,3.0,1.95,1.07,0.53,0.51,0.26,0.26
0.0,0.02,0.0,0.02,0.07,0.02,0.21,0.25,0.14,0.18,0.57,1.74,3.44,4.75,2.83,2.91,3.12,4.01,3.0,1.95,1.07,0.53,0.51,0.26,0.49,0.49
0.02,0.0,0.02,0.07,0.02,0.21,0.25,0.14,0.18,0.57,1.74,3.44,4.75,2.83,2.91,3.12,4.01,3.0,1.95,1.07,0.53,0.51,0.26,0.49,0.06,0.06
0.0,0.02,0.07,0.02,0.21,0.25,0.14,0.18,0.57,1.74,3.44,4.75,2.83,2.91,3.12,4.01,3.0,1.95,1.07,0.53,0.51,0.26,0.49,0.06,0.05,0.05
0.02,0.07,0.02,0.21,0.25,0.14,0.18,0.57,1.74,3.44,4.75,2.83,2.91,3.12,4.01,3.0,1.95,1.07,0.53,0.51,0.26,0.49,0.06,0.05,0.02,0.02
0.07,0.02,0.21,0.25,0.14,0.18,0.57,1.74,3.44,4.75,2.83,2.91,3.12,4.01,3.0,1.95,1.07,0.53,0.51,0.26,0.49,0.06,0.05,0.02,0.0,0.0
0.02,0.21,0.25,0.14,0.18,0.57,1.74,3.44,4.75,2.83,2.91,3.12,4.01,3.0,1.95,1.07,0.53,0.51,0.26,0.49,0.06,0.05,0.02,0.0,0.0,0.0
0.21,0.25,0.14,0.18,0.57,1.74,3.44,4.75,2.83,2.91,3.12,4.01,3.0,1.95,1.07,0.53,0.51,0.26,0.49,0.06,0.05,0.02,0.0,0.0,0.0,0.0
0.25,0.14,0.18,0.57,1.74,3.44,4.75,2.83,2.91,3.12,4.01,3.0,1.95,1.07,0.53,0.51,0.26,0.49,0.06,0.05,0.02,0.0,0.0,0.0,0.0,0.0
0.14,0.18,0.57,1.74,3.44,4.75,2.83,2.91,3.12,4.01,3.0,1.95,1.07,0.53,0.51,0.26,0.49,0.06,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0
